"UserId","RecommendedMovieIds"
"1026","3596 3823 1328 480 3205"
"1035","3596 3823 1328 480 3205"
"1038","1545 3596 1857 1712 303"
"1041","1545 3596 1857 1712 303"
"1043","1545 3596 1857 1712 303"
"1045","1545 3596 1857 1712 303"
"1055","1545 3596 1857 1712 303"
"1058","1545 3596 1857 1712 303"
"1061","3596 3823 1328 480 3205"
"1066","1545 3596 1857 1712 303"
"1070","3596 3823 1328 480 3205"
"1073","1545 3596 1857 1712 303"
"1076","1545 3596 1857 1712 303"
"1079","3596 3823 1328 480 3205"
"1086","1545 3596 1857 1712 303"
"1088","1545 3596 1857 1712 303"
"1098","3596 3823 1328 480 3205"
"1104","1545 3596 1857 1712 303"
"1105","1545 3596 1857 1712 303"
"1106","1545 3596 1857 1712 303"
"1111","1545 3596 1857 1712 303"
"1115","1545 3596 1857 1712 303"
"1118","1545 3596 1857 1712 303"
"1120","1545 3596 1857 1712 303"
"1121","1545 3596 1857 1712 303"
"1132","1545 3596 1857 1712 303"
"1135","3596 3823 1328 480 3205"
"1142","1545 3596 1857 1712 303"
"1144","1545 3596 1857 1712 303"
"1146","1545 3596 1857 1712 303"
"1149","3596 3823 1328 480 3205"
"1156","3596 3823 1328 480 3205"
"1158","1545 3596 1857 1712 303"
"1167","1545 3596 1857 1712 303"
"1175","1545 3596 1857 1712 303"
"1177","1545 3596 1857 1712 303"
"1181","1545 3596 1857 1712 303"
"1184","1545 3596 1857 1712 303"
"1189","1545 3596 1857 1712 303"
"1199","1545 3596 1857 1712 303"
"1217","3596 3823 1328 480 3205"
"1221","3596 3823 1328 480 3205"
"1225","1545 3596 1857 1712 303"
"1226","1545 3596 1857 1712 303"
"1230","1545 3596 1857 1712 303"
"1235","1545 3596 1857 1712 303"
"1241","1545 3596 1857 1712 303"
"1243","1545 3596 1857 1712 303"
"1244","1545 3596 1857 1712 303"
"1245","1545 3596 1857 1712 303"
"1247","1545 3596 1857 1712 303"
"1250","1545 3596 1857 1712 303"
"1252","3596 3823 1328 480 3205"
"1256","1545 3596 1857 1712 303"
"1258","3596 3823 1328 480 3205"
"1260","1545 3596 1857 1712 303"
"1262","1545 3596 1857 1712 303"
"1271","1545 3596 1857 1712 303"
"1274","1545 3596 1857 1712 303"
"1275","3596 3823 1328 480 3205"
"1278","1545 3596 1857 1712 303"
"1282","1545 3596 1857 1712 303"
"1284","1545 3596 1857 1712 303"
"1286","1545 3596 1857 1712 303"
"1296","3596 3823 1328 480 3205"
"1299","1545 3596 1857 1712 303"
"1300","3596 3823 1328 480 3205"
"1301","1545 3596 1857 1712 303"
"1302","3596 3823 1328 480 3205"
"1303","3596 3823 1328 480 3205"
"1305","1545 3596 1857 1712 303"
"1308","3596 3823 1328 480 3205"
"1319","1545 3596 1857 1712 303"
"1334","3596 3823 1328 480 3205"
"1335","3596 3823 1328 480 3205"
"1345","3596 3823 1328 480 3205"
"1362","3596 3823 1328 480 3205"
"1366","1545 3596 1857 1712 303"
"1374","1545 3596 1857 1712 303"
"1382","3596 3823 1328 480 3205"
"1392","3596 3823 1328 480 3205"
"1393","1545 3596 1857 1712 303"
"1397","3596 3823 1328 480 3205"
"1399","1545 3596 1857 1712 303"
"1405","1545 3596 1857 1712 303"
"1407","1545 3596 1857 1712 303"
"1410","1545 3596 1857 1712 303"
"1416","1545 3596 1857 1712 303"
"1425","1545 3596 1857 1712 303"
"1426","1545 3596 1857 1712 303"
"1427","1545 3596 1857 1712 303"
"1430","3596 3823 1328 480 3205"
"1434","1545 3596 1857 1712 303"
"1435","1545 3596 1857 1712 303"
"1439","3596 3823 1328 480 3205"
"1440","1545 3596 1857 1712 303"
"1447","3596 3823 1328 480 3205"
"1449","1545 3596 1857 1712 303"
"1456","3596 3823 1328 480 3205"
"1469","1545 3596 1857 1712 303"
"1473","1545 3596 1857 1712 303"
"1482","3596 3823 1328 480 3205"
"1484","3596 3823 1328 480 3205"
"1505","1545 3596 1857 1712 303"
"1506","1545 3596 1857 1712 303"
"1512","1545 3596 1857 1712 303"
"1513","1545 3596 1857 1712 303"
"1514","3596 3823 1328 480 3205"
"1516","3596 3823 1328 480 3205"
"1541","1545 3596 1857 1712 303"
"1542","1545 3596 1857 1712 303"
"1548","3596 3823 1328 480 3205"
"1553","1545 3596 1857 1712 303"
"1554","1545 3596 1857 1712 303"
"1558","1545 3596 1857 1712 303"
"1559","3596 3823 1328 480 3205"
"1560","3596 3823 1328 480 3205"
"1567","1545 3596 1857 1712 303"
"1569","1545 3596 1857 1712 303"
"1572","3596 3823 1328 480 3205"
"1574","1545 3596 1857 1712 303"
"1579","3596 3823 1328 480 3205"
"1581","3596 3823 1328 480 3205"
"1582","3596 3823 1328 480 3205"
"1588","1545 3596 1857 1712 303"
"1591","1545 3596 1857 1712 303"
"1596","1545 3596 1857 1712 303"
"1604","1545 3596 1857 1712 303"
"1605","3596 3823 1328 480 3205"
"1607","1545 3596 1857 1712 303"
"1609","3596 3823 1328 480 3205"
"1611","1545 3596 1857 1712 303"
"1612","1545 3596 1857 1712 303"
"1617","3596 3823 1328 480 3205"
"1624","1545 3596 1857 1712 303"
"1646","1545 3596 1857 1712 303"
"1651","3596 3823 1328 480 3205"
"1654","3596 3823 1328 480 3205"
"1659","3596 3823 1328 480 3205"
"1671","1545 3596 1857 1712 303"
"1676","3596 3823 1328 480 3205"
"1678","1545 3596 1857 1712 303"
"1679","1545 3596 1857 1712 303"
"1685","3596 3823 1328 480 3205"
"1688","1545 3596 1857 1712 303"
"1694","1545 3596 1857 1712 303"
"1695","1545 3596 1857 1712 303"
"1711","3596 3823 1328 480 3205"
"1713","3596 3823 1328 480 3205"
"1721","1545 3596 1857 1712 303"
"1727","1545 3596 1857 1712 303"
"1730","1545 3596 1857 1712 303"
"1735","1545 3596 1857 1712 303"
"1745","3596 3823 1328 480 3205"
"1751","1545 3596 1857 1712 303"
"1755","1545 3596 1857 1712 303"
"1772","1545 3596 1857 1712 303"
"1779","1545 3596 1857 1712 303"
"1780","1545 3596 1857 1712 303"
"1784","3596 3823 1328 480 3205"
"1791","1545 3596 1857 1712 303"
"1793","3596 3823 1328 480 3205"
"1795","3596 3823 1328 480 3205"
"1796","1545 3596 1857 1712 303"
"1814","1545 3596 1857 1712 303"
"1816","3596 3823 1328 480 3205"
"1828","1545 3596 1857 1712 303"
"1837","1545 3596 1857 1712 303"
"1838","3596 3823 1328 480 3205"
"1840","3596 3823 1328 480 3205"
"1841","1545 3596 1857 1712 303"
"1843","3596 3823 1328 480 3205"
"1848","1545 3596 1857 1712 303"
"1849","1545 3596 1857 1712 303"
"1852","3596 3823 1328 480 3205"
"1855","1545 3596 1857 1712 303"
"1856","1545 3596 1857 1712 303"
"1859","3596 3823 1328 480 3205"
"1860","1545 3596 1857 1712 303"
"1861","3596 3823 1328 480 3205"
"1867","3596 3823 1328 480 3205"
"1871","1545 3596 1857 1712 303"
"1872","3596 3823 1328 480 3205"
"1884","1545 3596 1857 1712 303"
"1890","1545 3596 1857 1712 303"
"1902","1545 3596 1857 1712 303"
"1905","1545 3596 1857 1712 303"
"1908","1545 3596 1857 1712 303"
"1910","3596 3823 1328 480 3205"
"1912","1545 3596 1857 1712 303"
"1916","1545 3596 1857 1712 303"
"1918","1545 3596 1857 1712 303"
"1924","1545 3596 1857 1712 303"
"1929","1545 3596 1857 1712 303"
"1938","1545 3596 1857 1712 303"
"1941","1545 3596 1857 1712 303"
"1945","1545 3596 1857 1712 303"
"1953","1545 3596 1857 1712 303"
"1954","1545 3596 1857 1712 303"
"1958","3596 3823 1328 480 3205"
"1966","3596 3823 1328 480 3205"
"1968","3596 3823 1328 480 3205"
"1973","1545 3596 1857 1712 303"
"1975","1545 3596 1857 1712 303"
"1985","1545 3596 1857 1712 303"
"1987","1545 3596 1857 1712 303"
"2001","1545 3596 1857 1712 303"
"2003","1545 3596 1857 1712 303"
"2009","1545 3596 1857 1712 303"
"2014","1545 3596 1857 1712 303"
"2017","1545 3596 1857 1712 303"
"2018","1545 3596 1857 1712 303"
"2023","1545 3596 1857 1712 303"
"2027","3596 3823 1328 480 3205"
"2038","1545 3596 1857 1712 303"
"2047","3596 3823 1328 480 3205"
"2050","1545 3596 1857 1712 303"
"2057","3596 3823 1328 480 3205"
"2062","1545 3596 1857 1712 303"
"2064","3596 3823 1328 480 3205"
"2065","1545 3596 1857 1712 303"
"2072","1545 3596 1857 1712 303"
"2077","3596 3823 1328 480 3205"
"2087","1545 3596 1857 1712 303"
"2099","1545 3596 1857 1712 303"
"2101","1545 3596 1857 1712 303"
"2107","1545 3596 1857 1712 303"
"2112","1545 3596 1857 1712 303"
"2113","1545 3596 1857 1712 303"
"2120","1545 3596 1857 1712 303"
"2125","1545 3596 1857 1712 303"
"2126","3596 3823 1328 480 3205"
"2132","3596 3823 1328 480 3205"
"2140","3596 3823 1328 480 3205"
"2141","3596 3823 1328 480 3205"
"2143","1545 3596 1857 1712 303"
"2152","1545 3596 1857 1712 303"
"2153","1545 3596 1857 1712 303"
"2159","1545 3596 1857 1712 303"
"2160","1545 3596 1857 1712 303"
"2167","1545 3596 1857 1712 303"
"2169","1545 3596 1857 1712 303"
"2181","1545 3596 1857 1712 303"
"2185","1545 3596 1857 1712 303"
"2186","1545 3596 1857 1712 303"
"2194","1545 3596 1857 1712 303"
"2195","1545 3596 1857 1712 303"
"2196","3596 3823 1328 480 3205"
"2213","1545 3596 1857 1712 303"
"2216","3596 3823 1328 480 3205"
"2224","1545 3596 1857 1712 303"
"2226","1545 3596 1857 1712 303"
"2229","1545 3596 1857 1712 303"
"2235","1545 3596 1857 1712 303"
"2239","1545 3596 1857 1712 303"
"2243","3596 3823 1328 480 3205"
"2245","3596 3823 1328 480 3205"
"2247","3596 3823 1328 480 3205"
"2259","1545 3596 1857 1712 303"
"2267","3596 3823 1328 480 3205"
"2269","3596 3823 1328 480 3205"
"2271","3596 3823 1328 480 3205"
"2275","1545 3596 1857 1712 303"
"2279","1545 3596 1857 1712 303"
"2284","1545 3596 1857 1712 303"
"2296","1545 3596 1857 1712 303"
"2310","1545 3596 1857 1712 303"
"2315","1545 3596 1857 1712 303"
"2317","1545 3596 1857 1712 303"
"2319","1545 3596 1857 1712 303"
"2320","1545 3596 1857 1712 303"
"2321","1545 3596 1857 1712 303"
"2324","3596 3823 1328 480 3205"
"2325","3596 3823 1328 480 3205"
"2326","3596 3823 1328 480 3205"
"2329","1545 3596 1857 1712 303"
"2344","3596 3823 1328 480 3205"
"2348","1545 3596 1857 1712 303"
"2349","3596 3823 1328 480 3205"
"2350","3596 3823 1328 480 3205"
"2354","3596 3823 1328 480 3205"
"2371","1545 3596 1857 1712 303"
"2374","1545 3596 1857 1712 303"
"2381","1545 3596 1857 1712 303"
"2395","1545 3596 1857 1712 303"
"2400","1545 3596 1857 1712 303"
"2401","1545 3596 1857 1712 303"
"2406","1545 3596 1857 1712 303"
"2411","1545 3596 1857 1712 303"
"2415","1545 3596 1857 1712 303"
"2423","1545 3596 1857 1712 303"
"2425","3596 3823 1328 480 3205"
"2435","1545 3596 1857 1712 303"
"2438","3596 3823 1328 480 3205"
"2443","1545 3596 1857 1712 303"
"2447","1545 3596 1857 1712 303"
"2448","1545 3596 1857 1712 303"
"2455","1545 3596 1857 1712 303"
"2466","3596 3823 1328 480 3205"
"2476","1545 3596 1857 1712 303"
"2481","1545 3596 1857 1712 303"
"2482","1545 3596 1857 1712 303"
"2483","1545 3596 1857 1712 303"
"2495","1545 3596 1857 1712 303"
"2497","1545 3596 1857 1712 303"
"2500","1545 3596 1857 1712 303"
"2502","3596 3823 1328 480 3205"
"2511","3596 3823 1328 480 3205"
"2514","1545 3596 1857 1712 303"
"2518","1545 3596 1857 1712 303"
"2521","1545 3596 1857 1712 303"
"2524","1545 3596 1857 1712 303"
"2527","1545 3596 1857 1712 303"
"2543","3596 3823 1328 480 3205"
"2547","3596 3823 1328 480 3205"
"2557","3596 3823 1328 480 3205"
"2569","1545 3596 1857 1712 303"
"2579","1545 3596 1857 1712 303"
"2586","1545 3596 1857 1712 303"
"2600","1545 3596 1857 1712 303"
"2611","3596 3823 1328 480 3205"
"2622","1545 3596 1857 1712 303"
"2623","1545 3596 1857 1712 303"
"2626","3596 3823 1328 480 3205"
"2630","1545 3596 1857 1712 303"
"2635","3596 3823 1328 480 3205"
"2636","1545 3596 1857 1712 303"
"2649","1545 3596 1857 1712 303"
"2650","1545 3596 1857 1712 303"
"2672","1545 3596 1857 1712 303"
"2678","1545 3596 1857 1712 303"
"2679","1545 3596 1857 1712 303"
"2681","1545 3596 1857 1712 303"
"2682","1545 3596 1857 1712 303"
"2686","3596 3823 1328 480 3205"
"2688","1545 3596 1857 1712 303"
"2692","1545 3596 1857 1712 303"
"2708","1545 3596 1857 1712 303"
"2712","1545 3596 1857 1712 303"
"2714","1545 3596 1857 1712 303"
"2715","1545 3596 1857 1712 303"
"2716","3596 3823 1328 480 3205"
"2720","1545 3596 1857 1712 303"
"2733","3596 3823 1328 480 3205"
"2741","3596 3823 1328 480 3205"
"2749","1545 3596 1857 1712 303"
"2761","1545 3596 1857 1712 303"
"2769","1545 3596 1857 1712 303"
"2771","3596 3823 1328 480 3205"
"2779","3596 3823 1328 480 3205"
"2782","1545 3596 1857 1712 303"
"2812","1545 3596 1857 1712 303"
"2815","1545 3596 1857 1712 303"
"2818","1545 3596 1857 1712 303"
"2821","1545 3596 1857 1712 303"
"2827","1545 3596 1857 1712 303"
"2833","1545 3596 1857 1712 303"
"2840","1545 3596 1857 1712 303"
"2845","1545 3596 1857 1712 303"
"2853","1545 3596 1857 1712 303"
"2867","1545 3596 1857 1712 303"
"2877","3596 3823 1328 480 3205"
"2889","1545 3596 1857 1712 303"
"2892","1545 3596 1857 1712 303"
"2901","1545 3596 1857 1712 303"
"2918","1545 3596 1857 1712 303"
"2922","1545 3596 1857 1712 303"
"2925","3596 3823 1328 480 3205"
"2934","1545 3596 1857 1712 303"
"2935","3596 3823 1328 480 3205"
"2939","1545 3596 1857 1712 303"
"2950","3596 3823 1328 480 3205"
"2962","3596 3823 1328 480 3205"
"2965","3596 3823 1328 480 3205"
"2973","3596 3823 1328 480 3205"
"2975","1545 3596 1857 1712 303"
"2979","1545 3596 1857 1712 303"
"2996","1545 3596 1857 1712 303"
"3002","1545 3596 1857 1712 303"
"3004","1545 3596 1857 1712 303"
"3006","1545 3596 1857 1712 303"
"3010","3596 3823 1328 480 3205"
"3020","1545 3596 1857 1712 303"
"3027","1545 3596 1857 1712 303"
"3029","1545 3596 1857 1712 303"
"3031","1545 3596 1857 1712 303"
"3032","3596 3823 1328 480 3205"
"3033","1545 3596 1857 1712 303"
"3038","1545 3596 1857 1712 303"
"3042","3596 3823 1328 480 3205"
"3051","1545 3596 1857 1712 303"
"3056","1545 3596 1857 1712 303"
"3058","1545 3596 1857 1712 303"
"3060","1545 3596 1857 1712 303"
"3061","1545 3596 1857 1712 303"
"3065","1545 3596 1857 1712 303"
"3072","1545 3596 1857 1712 303"
"3078","1545 3596 1857 1712 303"
"3084","1545 3596 1857 1712 303"
"3087","1545 3596 1857 1712 303"
"3088","1545 3596 1857 1712 303"
"3101","3596 3823 1328 480 3205"
"3107","1545 3596 1857 1712 303"
"3108","1545 3596 1857 1712 303"
"3109","1545 3596 1857 1712 303"
"3110","1545 3596 1857 1712 303"
"3111","1545 3596 1857 1712 303"
"3114","1545 3596 1857 1712 303"
"3116","1545 3596 1857 1712 303"
"3117","1545 3596 1857 1712 303"
"3123","1545 3596 1857 1712 303"
"3127","1545 3596 1857 1712 303"
"3134","1545 3596 1857 1712 303"
"3140","1545 3596 1857 1712 303"
"3141","1545 3596 1857 1712 303"
"3144","1545 3596 1857 1712 303"
"3146","3596 3823 1328 480 3205"
"3148","3596 3823 1328 480 3205"
"3149","1545 3596 1857 1712 303"
"3152","1545 3596 1857 1712 303"
"3155","3596 3823 1328 480 3205"
"3163","1545 3596 1857 1712 303"
"3164","3596 3823 1328 480 3205"
"3170","3596 3823 1328 480 3205"
"3183","1545 3596 1857 1712 303"
"3190","1545 3596 1857 1712 303"
"3192","1545 3596 1857 1712 303"
"3195","1545 3596 1857 1712 303"
"3200","1545 3596 1857 1712 303"
"3202","3596 3823 1328 480 3205"
"3206","1545 3596 1857 1712 303"
"3210","1545 3596 1857 1712 303"
"3212","3596 3823 1328 480 3205"
"3219","3596 3823 1328 480 3205"
"3223","3596 3823 1328 480 3205"
"3231","1545 3596 1857 1712 303"
"3234","1545 3596 1857 1712 303"
"3236","1545 3596 1857 1712 303"
"3238","1545 3596 1857 1712 303"
"3243","1545 3596 1857 1712 303"
"3255","1545 3596 1857 1712 303"
"3256","3596 3823 1328 480 3205"
"3259","3596 3823 1328 480 3205"
"3263","1545 3596 1857 1712 303"
"3265","3596 3823 1328 480 3205"
"3274","1545 3596 1857 1712 303"
"3290","3596 3823 1328 480 3205"
"3302","1545 3596 1857 1712 303"
"3303","1545 3596 1857 1712 303"
"3304","1545 3596 1857 1712 303"
"3311","1545 3596 1857 1712 303"
"3314","1545 3596 1857 1712 303"
"3324","3596 3823 1328 480 3205"
"3331","1545 3596 1857 1712 303"
"3332","1545 3596 1857 1712 303"
"3334","1545 3596 1857 1712 303"
"3338","3596 3823 1328 480 3205"
"3346","3596 3823 1328 480 3205"
"3348","1545 3596 1857 1712 303"
"3349","3596 3823 1328 480 3205"
"3357","3596 3823 1328 480 3205"
"3364","3596 3823 1328 480 3205"
"3366","3596 3823 1328 480 3205"
"3369","3596 3823 1328 480 3205"
"3373","1545 3596 1857 1712 303"
"3396","3596 3823 1328 480 3205"
"3404","1545 3596 1857 1712 303"
"3421","3596 3823 1328 480 3205"
"3422","3596 3823 1328 480 3205"
"3425","1545 3596 1857 1712 303"
"3426","1545 3596 1857 1712 303"
"3427","1545 3596 1857 1712 303"
"3434","1545 3596 1857 1712 303"
"3435","3596 3823 1328 480 3205"
"3436","3596 3823 1328 480 3205"
"3444","3596 3823 1328 480 3205"
"3445","1545 3596 1857 1712 303"
"3448","1545 3596 1857 1712 303"
"3451","3596 3823 1328 480 3205"
"3453","1545 3596 1857 1712 303"
"3454","1545 3596 1857 1712 303"
"3461","1545 3596 1857 1712 303"
"3478","1545 3596 1857 1712 303"
"3485","1545 3596 1857 1712 303"
"3494","3596 3823 1328 480 3205"
"3496","3596 3823 1328 480 3205"
"3501","1545 3596 1857 1712 303"
"3505","1545 3596 1857 1712 303"
"3509","1545 3596 1857 1712 303"
"3514","1545 3596 1857 1712 303"
"3517","3596 3823 1328 480 3205"
"3519","1545 3596 1857 1712 303"
"3525","1545 3596 1857 1712 303"
"3529","1545 3596 1857 1712 303"
"3532","1545 3596 1857 1712 303"
"3542","1545 3596 1857 1712 303"
"3545","1545 3596 1857 1712 303"
"3549","1545 3596 1857 1712 303"
"3551","3596 3823 1328 480 3205"
"3552","1545 3596 1857 1712 303"
"3555","1545 3596 1857 1712 303"
"3565","1545 3596 1857 1712 303"
"3574","1545 3596 1857 1712 303"
"3581","1545 3596 1857 1712 303"
"3584","3596 3823 1328 480 3205"
"3587","3596 3823 1328 480 3205"
"3590","1545 3596 1857 1712 303"
"3596","3596 3823 1328 480 3205"
"3598","1545 3596 1857 1712 303"
"3603","1545 3596 1857 1712 303"
"3604","1545 3596 1857 1712 303"
"3613","1545 3596 1857 1712 303"
"3614","1545 3596 1857 1712 303"
"3647","1545 3596 1857 1712 303"
"3648","1545 3596 1857 1712 303"
"3655","1545 3596 1857 1712 303"
"3664","1545 3596 1857 1712 303"
"3676","3596 3823 1328 480 3205"
"3678","1545 3596 1857 1712 303"
"3683","1545 3596 1857 1712 303"
"3685","1545 3596 1857 1712 303"
"3695","1545 3596 1857 1712 303"
"3696","3596 3823 1328 480 3205"
"3699","1545 3596 1857 1712 303"
"3704","3596 3823 1328 480 3205"
"3707","3596 3823 1328 480 3205"
"3713","3596 3823 1328 480 3205"
"3714","1545 3596 1857 1712 303"
"3718","3596 3823 1328 480 3205"
"3727","3596 3823 1328 480 3205"
"3737","1545 3596 1857 1712 303"
"3738","3596 3823 1328 480 3205"
"3741","1545 3596 1857 1712 303"
"3751","3596 3823 1328 480 3205"
"3757","1545 3596 1857 1712 303"
"3761","1545 3596 1857 1712 303"
"3764","1545 3596 1857 1712 303"
"3765","1545 3596 1857 1712 303"
"3767","1545 3596 1857 1712 303"
"3768","1545 3596 1857 1712 303"
"3771","1545 3596 1857 1712 303"
"3774","3596 3823 1328 480 3205"
"3776","1545 3596 1857 1712 303"
"3777","1545 3596 1857 1712 303"
"3778","3596 3823 1328 480 3205"
"3780","1545 3596 1857 1712 303"
"3781","3596 3823 1328 480 3205"
"3785","3596 3823 1328 480 3205"
"3789","1545 3596 1857 1712 303"
"3794","1545 3596 1857 1712 303"
"3798","1545 3596 1857 1712 303"
"3811","1545 3596 1857 1712 303"
"3813","1545 3596 1857 1712 303"
"3815","1545 3596 1857 1712 303"
"3826","1545 3596 1857 1712 303"
"3833","3596 3823 1328 480 3205"
"3845","1545 3596 1857 1712 303"
"3849","1545 3596 1857 1712 303"
"3854","1545 3596 1857 1712 303"
"3862","1545 3596 1857 1712 303"
"3865","1545 3596 1857 1712 303"
