%
% ARFF data file, generated by KNIME
%
% Date: Sun Nov 02 17:08:25 CET 2014
% User: Ale
%

@RELATION DataTable
@ATTRIBUTE UserId	INTEGER
@ATTRIBUTE Gender	{M,F}
@ATTRIBUTE Age	INTEGER
@ATTRIBUTE Occupation	INTEGER

@DATA
558,M,35,12
559,M,18,12
560,F,35,3
561,M,25,17
562,M,25,12
563,F,1,10
564,M,25,2
565,M,25,16
566,M,25,12
567,M,1,2
568,M,25,18
569,M,18,1
570,M,18,4
571,M,18,4
572,M,25,1
573,F,45,1
574,F,25,2
575,F,25,1
576,F,25,6
577,F,35,9
578,M,45,2
579,M,25,12
580,M,45,15
581,M,45,15
582,M,1,10
583,F,18,4
584,M,25,4
585,M,50,19
586,M,25,2
587,M,18,0
588,M,18,0
589,M,56,16
590,M,18,4
591,M,25,4
592,M,25,0
593,F,35,3
594,M,25,1
595,F,45,0
596,M,50,11
597,M,56,7
598,M,18,4
599,M,35,0
600,M,35,6
601,F,35,9
602,M,35,17
603,M,25,0
604,M,25,4
605,M,25,17
606,M,25,17
607,M,25,7
608,M,25,7
609,M,25,0
610,F,25,16
611,F,56,16
612,M,25,7
613,M,50,0
614,M,50,1
615,M,50,17
616,F,50,20
617,M,18,19
618,M,25,17
619,M,18,4
620,M,35,7
621,M,25,14
622,M,25,15
623,F,18,4
624,M,25,7
625,M,18,4
626,M,25,12
627,M,25,12
628,M,50,15
629,M,35,13
630,F,50,2
631,F,25,2
632,M,18,4
633,M,35,17
634,M,25,7
635,F,35,1
636,M,25,17
637,M,25,2
638,M,18,0
639,F,45,7
640,M,56,7
641,M,25,7
642,M,25,14
643,F,18,3
644,M,25,20
645,M,25,12
646,M,1,0
647,M,25,3
648,F,25,15
649,F,50,14
650,M,25,6
651,F,35,9
652,M,56,13
653,F,25,11
654,M,56,17
655,M,45,0
656,M,18,20
657,M,35,0
658,M,35,6
659,F,35,0
660,M,35,1
661,M,25,16
662,F,35,19
663,M,35,7
664,M,56,6
665,M,1,1
666,M,25,0
667,M,25,14
668,M,35,6
669,F,50,14
670,M,25,15
671,F,18,16
672,M,25,2
673,F,25,1
674,F,18,2
675,M,18,16
676,M,56,0
677,M,45,0
678,M,35,14
679,M,18,4
680,F,35,11
681,M,18,6
682,F,18,11
683,M,25,18
684,M,25,17
685,M,25,12
686,M,25,14
687,M,56,1
688,F,25,6
689,M,18,4
690,M,35,6
691,F,35,12
692,M,25,4
693,F,1,10
694,M,18,4
695,M,18,4
696,F,50,1
697,M,18,18
698,M,18,4
699,M,25,14
700,F,35,1
701,M,50,20
702,M,56,16
703,M,45,1
704,M,25,4
705,M,18,4
706,F,50,12
707,F,25,14
708,M,35,2
709,M,35,7
710,M,35,3
711,M,18,4
712,M,1,10
713,M,35,14
714,M,25,20
715,M,45,7
716,M,50,16
717,M,25,5
718,F,25,3
719,F,50,1
720,M,45,1
721,M,35,2
722,M,56,20
723,M,25,0
724,M,1,10
725,M,18,0
726,F,18,4
727,M,45,16
728,M,18,20
729,F,56,7
730,M,18,2
731,F,50,7
732,M,18,4
733,F,25,7
734,M,25,17
735,F,18,4
736,M,45,0
737,M,50,13
738,M,35,3
739,M,1,10
740,F,35,9
741,M,25,0
742,F,25,0
743,M,45,7
744,M,45,3
745,M,35,10
746,M,35,7
747,M,50,1
748,M,45,1
749,M,25,14
750,M,25,6
751,F,25,20
752,M,35,17
753,M,50,6
754,F,25,14
755,M,25,7
756,F,50,7
757,F,35,17
758,M,25,7
759,M,50,1
760,M,45,16
761,M,35,7
762,M,50,7
763,M,35,12
764,M,35,20
765,M,25,16
766,M,1,10
767,M,56,17
768,M,25,12
769,M,50,7
770,M,45,14
771,M,25,7
772,M,50,1
773,M,25,3
774,M,35,16
775,M,18,4
776,F,35,14
777,M,18,4
778,M,25,20
779,F,45,2
780,F,25,17
781,M,35,14
782,F,35,0
783,M,25,15
784,M,56,1
785,M,25,1
786,M,25,0
787,M,18,20
788,M,35,14
789,M,25,17
790,M,18,0
791,M,18,4
792,F,50,4
793,M,25,20
794,F,35,0
795,F,25,3
796,M,1,10
797,M,35,1
798,F,35,0
799,M,56,7
800,M,35,12
801,M,25,1
802,F,1,10
803,M,35,20
804,M,18,4
805,F,45,6
806,M,25,5
807,M,25,12
808,M,1,0
809,F,45,1
810,F,25,6
811,F,25,5
812,M,25,14
813,F,25,11
814,F,18,19
815,M,45,6
816,M,35,14
817,M,35,7
818,M,56,17
819,M,25,0
820,M,18,4
821,M,18,19
822,F,45,1
823,F,35,7
824,M,25,12
825,M,18,5
826,F,25,7
827,M,50,16
828,M,25,16
829,F,35,3
830,F,18,4
831,F,25,9
832,M,25,16
833,M,18,2
834,F,25,4
835,F,45,1
836,F,25,20
837,F,45,6
838,M,35,11
839,M,35,0
840,M,25,18
841,M,25,7
842,M,25,0
843,M,35,5
844,M,25,2
845,M,35,1
846,M,56,1
847,F,45,5
848,M,18,4
849,M,45,2
850,M,18,4
851,M,25,7
852,M,25,6
853,M,1,10
854,M,35,1
855,M,25,4
856,M,25,20
857,M,1,10
858,M,18,7
859,M,35,15
860,M,25,12
861,M,25,12
862,M,35,7
863,M,45,6
864,F,25,0
865,M,18,4
866,M,25,0
867,M,50,0
868,M,25,19
869,M,35,0
870,M,35,0
871,M,35,1
872,M,25,16
873,F,18,0
874,M,35,1
875,M,18,4
876,M,50,15
877,M,25,4
878,F,1,10
879,F,1,19
880,F,45,16
881,F,25,9
882,F,50,6
883,M,35,17
884,F,35,17
885,M,45,12
886,M,25,7
887,M,25,15
888,M,18,2
889,M,25,11
890,M,25,0
891,M,56,13
892,M,56,13
893,M,35,12
894,M,56,13
895,M,1,10
896,M,18,4
897,F,25,16
898,M,35,12
899,M,25,12
900,M,45,1
901,M,18,4
902,M,50,20
903,F,1,10
904,F,45,1
905,M,56,1
906,F,18,4
907,F,1,10
908,M,35,0
909,M,50,0
910,F,56,0
911,M,35,7
912,F,35,0
913,M,25,17
914,M,56,7
915,F,25,0
916,M,25,2
917,M,35,14
918,F,18,20
919,F,35,9
920,M,25,20
921,M,45,17
922,M,25,1
923,M,35,2
924,F,25,7
925,M,35,20
926,F,25,15
927,M,18,20
928,F,25,9
929,M,25,7
930,M,50,11
931,M,25,4
932,F,25,2
933,M,18,12
934,F,25,7
935,M,35,7
936,M,50,1
937,M,35,17
938,M,18,12
939,M,18,17
940,F,35,0
941,M,18,4
942,M,25,14
943,F,56,6
944,F,50,2
945,M,25,17
946,M,25,17
947,M,56,15
948,M,18,4
949,M,18,17
950,M,25,4
951,M,35,17
952,F,18,4
953,M,18,2
954,F,25,17
955,M,25,7
956,M,35,7
957,M,1,10
958,F,18,12
959,M,25,2
960,M,56,12
961,M,56,16
962,M,25,17
963,F,56,13
964,F,18,3
965,M,35,17
966,M,25,15
967,M,18,20
968,M,35,14
969,F,25,4
970,F,45,7
971,M,18,4
972,M,35,14
973,M,56,2
974,F,45,6
975,M,25,5
976,M,35,17
977,M,25,3
978,M,18,4
979,M,18,16
980,M,35,16
981,F,45,20
982,M,18,4
983,M,18,4
984,M,18,0
985,M,45,17
986,M,56,16
987,F,35,1
988,F,25,1
989,M,25,7
990,M,25,11
991,M,18,2
992,M,25,12
993,M,25,0
994,M,35,1
995,M,56,0
996,M,25,0
997,F,56,13
998,M,25,1
999,M,50,7
1000,M,45,7
1001,M,25,11
1002,F,35,1
1003,M,45,16
1004,F,45,1
1005,F,18,14
1006,M,35,1
1007,F,25,4
1008,F,35,14
1009,M,25,7
1010,M,50,7
1011,M,18,4
1012,M,35,17
1013,M,25,7
1014,M,35,7
1015,F,1,10
1016,M,56,17
1017,M,25,12
1018,M,35,11
1019,M,18,12
1020,M,50,1
1021,M,50,5
1022,M,35,16
1023,M,18,4
1024,M,25,7
1025,M,25,7
1026,F,25,0
1027,F,35,20
1028,M,18,4
1029,M,45,20
1030,M,25,14
1031,M,18,4
1032,F,45,9
1033,F,25,6
1034,M,18,4
1035,M,35,0
1036,M,25,0
1037,M,35,6
1038,M,56,13
1039,M,35,0
1040,M,35,15
1041,F,35,12
1042,M,25,0
1043,M,35,1
1044,M,45,7
1045,M,35,1
1046,M,50,1
1047,F,35,9
1048,M,35,0
1049,M,35,0
1050,M,25,4
1051,M,45,5
1052,M,45,1
1053,M,18,12
1054,M,25,2
1055,M,25,14
1056,M,25,12
1057,M,35,5
1058,F,45,3
1059,M,25,20
1060,F,25,1
1061,M,25,16
1062,M,25,4
1063,F,18,0
1064,M,35,16
1065,M,45,12
1066,M,50,16
1067,M,18,12
1068,M,18,1
1069,M,56,13
1070,M,50,16
1071,M,56,13
1072,M,35,16
1073,M,35,12
1074,M,25,5
1075,M,1,10
1076,M,45,0
1077,M,25,5
1078,M,45,7
1079,F,35,2
1080,M,1,10
1081,M,50,13
1082,M,56,0
1083,F,25,5
1084,M,45,7
1085,M,45,0
1086,M,18,18
1087,M,25,7
1088,M,18,10
1089,F,25,4
1090,F,25,0
1091,M,45,15
1092,M,18,4
1093,M,25,14
1094,M,25,20
1095,M,45,16
1096,M,25,1
1097,M,25,0
1098,M,25,17
1099,F,25,12
1100,M,25,4
1101,M,35,2
1102,M,35,17
1103,F,18,4
1104,F,50,0
1105,M,18,17
1106,F,45,1
1107,M,45,7
1108,M,25,5
1109,F,25,2
1110,F,35,3
1111,F,25,0
1112,M,1,8
1113,M,18,17
1114,M,18,10
1115,M,1,0
1116,F,35,3
1117,M,50,6
1118,M,18,12
1119,F,35,16
1120,F,35,20
1121,M,45,2
1122,M,25,17
1123,M,56,17
1124,F,25,7
1125,M,35,17
1126,M,18,6
1127,M,35,1
1128,M,18,14
1129,M,1,10
1130,M,25,5
1131,M,35,14
1132,M,35,16
1133,M,50,16
1134,M,35,16
1135,M,35,17
1136,M,25,16
1137,M,25,6
1138,F,45,20
1139,M,25,15
1140,M,18,4
1141,F,35,9
1142,M,25,14
1143,M,25,2
1144,M,50,7
1145,M,18,4
1146,M,25,12
1147,M,50,12
1148,F,25,9
1149,M,25,14
1150,M,25,0
1151,M,18,4
1152,M,35,0
1153,M,45,17
1154,M,25,20
1155,F,45,0
1156,M,35,17
1157,M,25,1
1158,M,25,2
1159,M,35,1
1160,M,35,7
1161,M,1,10
1162,F,25,2
1163,M,25,12
1164,M,35,3
1165,M,18,4
1166,M,50,7
1167,M,25,14
1168,M,35,4
1169,M,45,20
1170,F,18,4
1171,M,18,17
1172,F,25,6
1173,M,50,7
1174,F,35,3
1175,M,45,17
1176,M,25,0
1177,F,25,4
1178,M,25,17
1179,F,25,4
1180,F,18,4
1181,M,18,4
1182,M,18,4
1183,F,25,14
1184,M,1,10
1185,M,35,12
1186,M,25,14
1187,M,35,3
1188,M,25,14
1189,F,25,6
1190,M,18,4
1191,M,25,4
1192,F,35,7
1193,M,25,0
1194,M,25,16
1195,M,25,12
1196,M,50,0
1197,M,25,7
1198,M,25,14
1199,M,25,4
1200,M,25,6
1201,F,25,0
1202,M,1,10
1203,M,56,13
1204,M,1,10
1205,M,25,3
1206,F,18,4
1207,M,25,0
1208,M,25,18
1209,M,25,17
1210,F,35,14
1211,M,25,14
1212,F,25,4
1213,M,50,1
1214,M,35,7
1215,F,50,13
1216,F,35,17
1217,M,35,17
1218,M,25,17
1219,M,35,1
1220,F,35,3
1221,M,18,4
1222,F,45,12
1223,M,25,0
1224,M,25,15
1225,M,25,4
1226,M,25,7
1227,M,1,10
1228,M,25,1
1229,M,18,4
1230,M,25,14
1231,F,45,2
1232,M,50,14
1233,F,25,17
1234,F,35,0
1235,M,35,1
1236,M,25,6
1237,M,50,11
1238,M,35,17
1239,M,45,7
1240,M,25,0
1241,M,18,12
1242,F,25,15
1243,M,25,12
1244,M,25,17
1245,F,18,20
1246,M,35,3
1247,M,50,7
1248,M,25,4
1249,F,45,1
1250,M,35,18
1251,F,25,2
1252,F,18,0
1253,M,45,7
1254,M,35,7
1255,M,18,4
1256,M,25,20
1257,M,25,20
1258,F,18,7
1259,F,50,18
1260,M,35,6
1261,F,25,14
1262,M,25,0
1263,F,35,7
1264,M,25,6
1265,F,18,20
1266,M,35,7
1267,M,25,17
1268,M,35,13
1269,M,45,17
1270,F,35,9
1271,M,25,4
1272,M,50,20
1273,M,50,13
1274,M,18,4
1275,M,25,16
1276,M,35,4
1277,M,25,3
1278,M,50,16
1279,M,25,17
1280,F,25,18
1281,M,25,0
1282,M,35,12
1283,M,25,7
1284,F,50,3
1285,M,18,4
1286,M,25,6
1287,F,25,0
1288,F,25,0
1289,M,35,7
1290,F,50,0
1291,M,50,17
1292,M,25,0
1293,M,18,17
1294,F,50,9
1295,M,25,0
1296,F,25,20
1297,M,25,17
1298,M,25,3
1299,M,50,17
1300,F,25,1
1301,M,18,12
1302,M,25,0
1303,F,45,0
1304,M,18,4
1305,M,45,1
1306,M,50,3
1307,F,25,17
1308,M,50,11
1309,M,25,12
1310,F,35,6
1311,M,18,2
1312,F,18,1
1313,F,35,1
1314,M,50,2
1315,F,35,20
1316,M,50,12
1317,F,25,20
1318,F,35,9
1319,F,1,0
1320,M,18,17
1321,F,25,7
1322,F,35,1
1323,M,25,16
1324,F,18,4
1325,M,18,0
1326,M,35,7
1327,M,50,7
1328,F,50,1
1329,M,35,12
1330,M,1,19
1331,F,25,17
1332,M,18,4
1333,F,1,10
1334,M,18,5
1335,M,56,13
1336,F,35,7
1337,M,56,13
1338,M,56,2
1339,F,35,0
1340,F,35,4
1341,M,50,16
1342,M,18,4
1343,F,25,1
1344,F,50,3
1345,M,25,17
1346,M,1,10
1347,M,25,11
1348,M,56,20
1349,M,35,0
1350,M,18,0
1351,M,50,17
1352,M,35,11
1353,M,45,7
1354,M,18,19
1355,F,18,4
1356,F,18,4
1357,F,18,0
1358,M,1,10
1359,M,35,7
1360,F,35,3
1361,M,25,14
1362,F,35,17
1363,M,35,7
1364,F,45,1
1365,M,25,0
1366,M,25,6
1367,M,25,0
1368,F,18,20
1369,M,45,0
1370,F,25,3
1371,M,50,7
1372,M,18,4
1373,F,50,16
1374,F,18,4
1375,M,25,4
1376,M,25,17
1377,M,25,20
1378,M,25,4
1379,M,45,7
1380,M,35,17
1381,F,25,4
1382,M,25,4
1383,M,25,7
1384,M,50,17
1385,M,56,7
1386,F,18,4
1387,M,25,12
1388,F,35,7
1389,M,18,16
1390,M,18,4
1391,F,18,4
1392,M,35,16
1393,M,35,17
1394,M,45,2
1395,M,18,4
1396,F,25,1
1397,M,35,20
1398,M,25,12
1399,M,18,4
1400,F,25,4
1401,M,18,4
1402,M,50,7
1403,M,18,18
1404,F,25,4
1405,M,18,4
1406,F,25,20
1407,M,35,17
1408,M,18,4
1409,M,50,18
1410,F,25,11
1411,M,25,0
1412,M,35,0
1413,M,1,0
1414,F,18,4
1415,M,35,7
1416,F,25,2
1417,M,25,0
1418,M,35,0
1419,M,50,0
1420,M,35,20
1421,M,35,7
1422,M,25,7
1423,M,18,4
1424,M,18,12
1425,M,25,0
1426,M,45,2
1427,M,18,17
1428,F,25,14
1429,M,45,20
1430,F,45,17
1431,M,35,17
1432,M,25,20
1433,M,18,10
1434,M,35,0
1435,F,18,5
1436,F,35,9
1437,M,45,1
1438,M,25,18
1439,F,25,2
1440,M,25,0
1441,M,1,10
1442,M,56,7
1443,M,18,0
1444,M,35,1
1445,M,25,17
1446,M,25,4
1447,F,18,4
1448,M,25,0
1449,M,25,0
1450,M,56,7
1451,M,25,20
1452,F,25,9
1453,M,25,2
1454,M,25,1
1455,M,56,20
1456,M,25,17
1457,F,35,14
1458,M,50,1
1459,M,56,20
1460,M,18,4
1461,M,25,3
1462,F,25,1
1463,M,25,7
1464,M,25,7
1465,M,25,0
1466,M,45,7
1467,F,25,6
1468,M,25,4
1469,F,50,6
1470,M,35,7
1471,M,18,3
1472,M,50,6
1473,M,35,12
1474,M,25,4
1475,F,25,11
1476,M,25,5
1477,M,25,14
1478,M,18,4
1479,M,25,7
1480,F,56,6
1481,M,50,1
1482,M,25,17
1483,M,25,0
1484,M,50,6
1485,M,45,1
1486,M,25,16
1487,M,25,16
1488,F,25,1
1489,M,25,1
1490,M,18,15
1491,M,18,20
1492,M,35,7
1493,F,56,3
1494,M,1,10
1495,F,25,6
1496,M,25,0
1497,M,25,4
1498,F,35,20
1499,F,25,6
1500,M,35,0
1501,M,25,4
1502,M,50,6
1503,M,35,7
1504,M,35,16
1505,F,35,0
1506,M,18,17
1507,M,25,20
1508,M,25,6
1509,M,35,17
1510,M,35,7
1511,M,50,11
1512,F,35,16
1513,M,35,12
1514,M,25,0
1515,F,25,14
1516,F,18,4
1517,M,1,10
1518,M,18,4
1519,M,35,0
1520,F,18,0
1521,F,45,1
1522,M,25,12
1523,M,35,7
1524,F,50,7
1525,M,35,0
1526,M,25,16
1527,M,25,17
1528,M,56,7
1529,M,45,0
1530,M,35,12
1531,M,25,0
1532,M,18,12
1533,M,45,11
1534,M,25,17
1535,M,18,15
1536,M,35,7
1537,M,35,7
1538,M,45,1
1539,M,45,11
1540,M,35,7
1541,M,25,7
1542,F,50,7
1543,F,45,9
1544,M,35,0
1545,F,25,3
1546,F,25,18
1547,M,18,10
1548,M,35,2
1549,M,25,18
1550,M,18,4
1551,M,18,4
1552,M,25,20
1553,M,56,14
1554,M,25,17
1555,M,1,0
1556,M,25,14
1557,M,18,0
1558,M,35,14
1559,F,35,7
1560,F,25,9
1561,M,45,12
1562,F,25,12
1563,M,35,1
1564,M,18,12
1565,M,25,0
1566,M,35,3
1567,M,1,10
1568,F,18,4
1569,M,18,4
1570,M,35,14
1571,F,25,14
1572,M,18,17
1573,F,35,2
1574,F,35,3
1575,M,25,4
1576,F,1,0
1577,M,25,12
1578,F,45,16
1579,F,25,14
1580,M,18,4
1581,M,25,12
1582,M,18,2
1583,M,25,0
1584,M,56,10
1585,M,35,2
1586,F,35,7
1587,M,18,0
1588,M,35,17
1589,M,35,7
1590,M,1,10
1591,M,45,12
1592,F,25,3
1593,M,25,12
1594,M,1,0
1595,M,25,0
1596,F,25,0
1597,M,25,20
1598,M,45,16
1599,M,35,7
1600,F,25,14
1601,F,35,17
1602,M,25,1
1603,F,35,7
1604,F,45,2
1605,F,25,17
1606,F,25,0
1607,M,18,4
1608,F,25,1
1609,F,50,16
1610,M,25,4
1611,M,25,0
1612,M,18,4
1613,M,25,7
1614,M,45,5
1615,F,1,10
1616,M,25,1
1617,F,56,6
1618,F,25,1
1619,M,45,17
1620,M,25,17
1621,F,50,1
1622,F,1,10
1623,M,25,14
1624,F,45,6
1625,M,18,4
1626,F,56,16
1627,M,1,10
1628,M,25,18
1629,M,25,6
1630,M,35,0
1631,M,50,12
1632,F,35,9
1633,M,18,4
