"UserId","RecommendedMovieIds"
"680","3892 3145 1088 1763 1645"
"685","3892 3145 1645 1763 1088"
"690","3892 3145 1645 1763 1088"
"701","3892 3145 1645 1763 1088"
"703","3892 3145 1645 1763 1088"
"705","3892 3145 1645 1763 1088"
"706","3892 3145 1088 1763 1645"
"710","3892 3145 1645 1763 1088"
"716","3892 3145 1645 1763 1088"
"718","3892 3145 1088 1763 1645"
"726","3892 3145 1088 1763 1645"
"744","3892 3145 1645 1763 1088"
"749","3892 3145 1645 1763 1088"
"754","3892 3145 1088 1763 1645"
"759","3892 3145 1645 1763 1088"
"764","3892 3145 1645 1763 1088"
"770","3892 3145 1645 1763 1088"
"771","3892 3145 1645 1763 1088"
"774","3892 3145 1645 1763 1088"
"778","3892 3145 1645 1763 1088"
"782","3892 3145 1088 1763 1645"
"784","3892 3145 1645 1763 1088"
"785","3892 3145 1645 1763 1088"
"787","3892 3145 1645 1763 1088"
"794","3892 3145 1088 1763 1645"
"795","3892 3145 1088 1763 1645"
"800","3892 3145 1645 1763 1088"
"804","3892 3145 1645 1763 1088"
"825","3892 3145 1645 1763 1088"
"830","3892 3145 1088 1763 1645"
"833","3892 3145 1645 1763 1088"
"845","3892 3145 1645 1763 1088"
"857","3892 3145 1645 1763 1088"
"858","3892 3145 1645 1763 1088"
"859","3892 3145 1645 1763 1088"
"870","3892 3145 1645 1763 1088"
"872","3892 3145 1645 1763 1088"
"893","3892 3145 1645 1763 1088"
"897","3892 3145 1088 1763 1645"
"900","3892 3145 1645 1763 1088"
"902","3892 3145 1645 1763 1088"
"903","3892 3145 1088 1763 1645"
"906","3892 3145 1088 1763 1645"
"907","3892 3145 1088 1763 1645"
"909","3892 3145 1645 1763 1088"
"920","3892 3145 1645 1763 1088"
"922","3892 3145 1645 1763 1088"
"923","3892 3145 1645 1763 1088"
"927","3892 3145 1645 1763 1088"
"929","3892 3145 1645 1763 1088"
"930","3892 3145 1645 1763 456"
"938","3892 3145 1645 1763 1088"
"948","3892 3145 1645 1763 1088"
"953","3892 3145 1645 1763 1088"
"958","3892 3145 1088 1763 1645"
"974","3892 3145 1088 1763 1645"
"992","3892 3145 1645 1763 1088"
"1001","3892 3145 1645 1763 1088"
"1002","3892 3145 1088 1763 1645"
"1004","3892 3145 1088 1763 1645"
"1006","3892 3145 1645 1763 1088"
"1007","3892 3145 1088 1763 1645"
"1011","3892 3145 1645 1763 1088"
"1018","3892 3145 1645 1763 1088"
"1023","3892 3145 1645 1763 1088"
"1027","3892 3145 1088 1763 1645"
"1028","3892 3145 1645 1763 1088"
"1037","3892 3145 1645 1763 1088"
"1043","3892 3145 1645 1763 1088"
"1049","3892 3145 1645 1763 1088"
"1052","3892 3145 1645 1763 1088"
"1060","3892 3145 1088 1763 1645"
"1067","3892 3145 1645 1763 1088"
"1086","3892 3145 1645 1763 1088"
"1087","3892 3145 1645 1763 1088"
"1088","3892 3145 1645 1763 1088"
"1096","3892 3145 1645 1763 1088"
"1104","3892 3145 1088 1763 1645"
"1109","3892 3145 1088 1763 1645"
"1112","3892 3145 1645 1763 1088"
"1132","3892 3145 1645 1763 1088"
"1147","3892 3145 1645 1763 1088"
"1151","3892 3145 1645 1763 1088"
"1152","3892 3145 1645 1763 1088"
"1154","3892 3145 1645 1763 1088"
"1157","3892 3145 1645 1763 1088"
"1161","3892 3145 1645 1763 1088"
"1163","3892 3145 1645 1763 1088"
"1173","3892 3145 1645 1763 1088"
"1177","3892 3145 1088 1763 1645"
"1178","3892 3145 1645 1763 1088"
"1179","3892 3145 1088 1763 1645"
"1184","3892 3145 1645 1763 1088"
"1189","3892 3145 1088 1763 1645"
"1200","3892 3145 1645 1763 1088"
"1205","3892 3145 1645 1763 1088"
"1211","3892 3145 1645 1763 1088"
"1212","3892 3145 1088 1763 1645"
"1213","3892 3145 1645 1763 1088"
"1214","3892 3145 1645 1763 1088"
"1215","3892 3145 1088 1763 1645"
"1220","3892 3145 1088 1763 1645"
"1229","3892 3145 1645 1763 1088"
"1232","3892 3145 1645 1763 1088"
"1235","3892 3145 1645 1763 1088"
"1236","3892 3145 1645 1763 1088"
"1258","3892 3145 1088 1763 1645"
"1260","3892 3145 1645 1763 1088"
"1262","3892 3145 1645 1763 1088"
"1266","3892 3145 1645 1763 1088"
"1270","3892 3145 1088 1763 1645"
"1272","3892 3145 1645 1763 1088"
"1274","3892 3145 1645 1763 1088"
"1275","3892 3145 1645 1763 1088"
"1284","3892 3145 1088 1763 1645"
"1285","3892 3145 1645 1763 1088"
"1286","3892 3145 1645 1763 1088"
"1297","3892 3145 1645 1763 1088"
"1311","3892 3145 1645 1763 1088"
"1312","3892 3145 1088 1763 1645"
"1314","3892 3145 1645 1763 1088"
"1323","3892 3145 1645 1763 1088"
"1326","3892 3145 1645 1763 1088"
"1333","3892 3145 1088 1763 1645"
"1336","3892 3145 1088 1763 1645"
"1337","3892 3145 1645 1763 1088"
"1342","3892 3145 1645 1763 1088"
"1343","3892 3145 1088 1763 1645"
"1344","3892 3145 1088 1763 1645"
"1351","3892 3145 1645 1763 1088"
"1353","3892 3145 1645 1763 1088"
"1376","3892 3145 1645 1763 1088"
"1390","3892 3145 1645 1763 1088"
"1397","3892 3145 1645 1763 1088"
"1398","3892 3145 1645 1763 1088"
"1408","3892 3145 1645 1763 1088"
"1409","3892 3145 1645 1763 1088"
"1411","3892 3145 1645 1763 1088"
"1420","3892 3145 1645 1763 1088"
"1429","3892 3145 1645 1763 1088"
"1436","3892 3145 1088 1763 1645"
"1437","3892 3145 1645 1763 1088"
"1444","3892 3145 1645 1763 1088"
"1447","3892 3145 1088 1763 1645"
"1448","3892 1645 1763 1088 456"
"1450","3892 3145 1645 1763 1088"
"1458","3892 3145 1645 1763 1088"
"1460","3892 3145 1645 1763 1088"
"1464","3892 3145 1645 1763 1088"
"1465","3892 3145 1645 1763 1088"
"1467","3892 3145 1088 1763 1645"
"1471","3892 3145 1645 1763 1088"
"1472","3892 3145 1645 1763 1088"
"1478","3892 3145 1645 1763 1088"
"1483","3892 3145 1645 1763 1088"
"1488","3892 3145 1088 1763 1645"
"1489","3892 3145 1763 1088 456"
"1492","3892 3145 1645 1763 1088"
"1502","3892 3145 1645 1763 1088"
"1503","3892 3145 1645 1763 1088"
"1517","3892 3145 1645 1763 1088"
"1519","3892 3145 1645 1763 1088"
"1524","3892 3145 1088 1763 1645"
"1542","3892 3145 1088 1763 1645"
"1543","3892 3145 1088 1763 1645"
"1545","3892 3145 1088 1763 1645"
"1559","3892 3145 1088 1763 1645"
"1567","3892 3145 1645 1763 1088"
"1572","3892 3145 1645 1763 1088"
"1573","3892 3145 1088 1763 1645"
"1595","3892 3145 1645 1763 1088"
"1606","3892 3145 1088 1763 1645"
"1613","3892 3145 1645 1763 1088"
"1623","3892 3145 1645 1763 1088"
"1624","3892 3145 1088 1763 1645"
"1625","3892 3145 1645 1763 1088"
"1645","3892 3145 1645 1763 1088"
"1650","3892 3145 1645 1763 1088"
"1653","3892 3145 1645 1763 1088"
"1656","3892 3145 1645 1763 1088"
"1664","3892 3145 1645 1763 1088"
"1666","3892 3145 1645 1763 1088"
"1668","3892 3145 1645 1763 1088"
"1676","3892 3145 1645 1763 1088"
"1677","3892 3145 1645 1763 1088"
"1681","3892 3145 1645 1763 1088"
"1682","3892 3145 1088 1763 1645"
"1685","3892 3145 1645 1763 1088"
"1688","3892 3145 1088 1763 1645"
"1691","3892 3145 1645 1763 1088"
"1694","3892 3145 1645 1763 1088"
"1700","3892 3145 1645 1763 1088"
"1703","3892 3145 1645 1763 1088"
"1712","3892 3145 1645 1763 1088"
"1713","3892 3145 1088 1763 1645"
"1724","3892 3145 1645 1763 1088"
"1729","3892 3145 1645 1763 1088"
"1731","3892 3145 1645 1763 1088"
"1741","3892 3145 1645 1763 1088"
"1744","3892 3145 1645 1763 1088"
"1750","3892 3145 1645 1763 1088"
"1755","3892 3145 1088 1763 1645"
"1760","3892 3145 1645 1763 1088"
"1768","3892 3145 1645 1763 1088"
"1775","3892 3145 1645 1763 1088"
"1777","3892 3145 1645 1763 1088"
"1779","3892 3145 1645 1763 1088"
"1780","3892 3145 1088 1763 1645"
"1782","3892 3145 1645 1763 1088"
"1785","3892 3145 1645 1763 1088"
"1788","3892 3145 1645 1763 1088"
"1803","3892 3145 1088 1763 1645"
"1815","3892 3145 1645 1763 1088"
"1827","3892 3145 1645 1763 1088"
"1837","3892 3145 1645 1763 1088"
"1845","3892 3145 1645 1763 1088"
"1850","3892 3145 1645 1763 1088"
"1858","3892 3145 1088 1763 1645"
"1866","3892 3145 1645 1763 1088"
"1871","3892 3145 1088 1763 1645"
"1872","3892 3145 1645 1763 1088"
"1873","3892 3145 1088 1763 1645"
"1874","3892 3145 1088 1763 1645"
"1883","3892 3145 1645 1763 1088"
"1892","3892 3145 1645 1763 1088"
"1897","3892 3145 1645 1763 1088"
"1898","3892 3145 1088 1763 1645"
"1904","3892 3145 1645 1763 1088"
"1907","3892 3145 1088 1763 1645"
"1917","3892 3145 1088 1763 1645"
"1921","3892 3145 1088 1763 1645"
"1927","3892 3145 1088 1763 1645"
"1934","3892 3145 1645 1763 1088"
"1936","3892 3145 1088 1763 1645"
"1949","3892 3145 1645 1763 1088"
"1952","3892 3145 1645 1763 1088"
"1953","3892 3145 1088 1763 1645"
"1957","3892 3145 1645 1763 1088"
"1960","3892 3145 1645 1763 1088"
"1969","3892 3145 1645 1763 1088"
"1976","3892 3145 1645 1763 1088"
"1977","3892 3145 1645 1763 1088"
"1979","3892 3145 1088 1763 1645"
"1981","3892 3145 1645 1763 1088"
"1990","3892 3145 1088 1763 1645"
"1992","3892 3145 1645 1763 1088"
"1993","3892 3145 1645 1763 1088"
"1994","3892 3145 1088 1763 1645"
"1997","3892 3145 1645 1763 1088"
"1998","3892 3145 1088 1763 1645"
"1999","3892 3145 1645 1763 1088"
"2001","3892 3145 1645 1763 1088"
"2009","3892 3145 1645 1763 1088"
"2010","3892 3145 1645 1763 1088"
"2019","3892 3145 1088 1763 1645"
"2021","3892 3145 1088 1763 1645"
"2026","3892 3145 1645 1763 1088"
"2028","3892 3145 1645 1763 1088"
"2031","3892 3145 1088 1763 1645"
"2032","3892 3145 1645 1763 1088"
"2042","3892 3145 1645 1763 1088"
"2044","3892 3145 1645 1763 1088"
"2054","3892 3145 1645 1763 1088"
"2060","3892 3145 1088 1763 1645"
"2064","3892 3145 1088 1763 1645"
"2076","3892 3145 1088 1763 1645"
"2078","3892 3145 1645 1763 1088"
"2079","3892 3145 1645 1763 1088"
"2080","3892 3145 1088 1763 1645"
"2084","3892 3145 1088 1763 1645"
"2090","3892 3145 1088 1763 1645"
"2095","3892 3145 1645 1763 1088"
"2102","3892 3145 1645 1763 1088"
"2108","3892 3145 1645 1763 1088"
"2112","3892 3145 1645 1763 1088"
"2113","3892 3145 1088 1763 1645"
"2119","3892 3145 1645 1763 1088"
"2125","3892 3145 1645 1763 1088"
"2128","3892 3145 1645 1763 1088"
"2145","3892 3145 1645 1763 1088"
"2146","3892 3145 1645 1763 1088"
"2151","3892 3145 1645 1763 1088"
"2160","3892 3145 1645 1763 1088"
"2161","3892 3145 1645 1763 1088"
"2163","3892 3145 1088 1763 1645"
"2165","3892 3145 1645 1763 1088"
"2169","3892 3145 1088 1763 1645"
"2172","3892 3145 1645 1763 1088"
"2175","3892 3145 1645 1763 1088"
"2176","3892 3145 1645 1763 1088"
"2185","3892 3145 1645 1763 1088"
"2186","3892 3145 1645 1763 1088"
"2187","3892 3145 1645 1763 1088"
"2199","3892 3145 1645 1763 1088"
"2200","3892 3145 1088 1763 1645"
"2202","3892 3145 1645 1763 1088"
"2203","3892 3145 1645 1763 1088"
"2213","3892 3145 1645 1763 1088"
"2221","3892 3145 1645 1763 1088"
"2229","3892 3145 1088 1763 1645"
"2234","3892 3145 1088 1763 1645"
"2236","3892 3145 1645 1763 1088"
"2243","3892 3145 1645 1763 1088"
"2254","3892 3145 1088 1763 1645"
"2256","3892 3145 1645 1763 1088"
"2261","3892 3145 1645 1763 1088"
"2269","3892 3145 1645 1763 1088"
"2271","3892 3145 1645 1763 1088"
"2274","3892 3145 1088 1763 1645"
"2276","3892 3145 1088 1763 1645"
"2293","3892 3145 1645 1763 1088"
"2301","3892 3145 1645 1763 1088"
"2310","3892 3145 1645 1763 1088"
"2311","3892 3145 1088 1763 1645"
"2312","3892 3145 1088 1763 1645"
"2317","3892 3145 1645 1763 1088"
"2319","3892 3145 1645 1763 1088"
"2320","3892 3145 1645 1763 1088"
"2323","3892 3145 1645 1763 1088"
"2324","3892 3145 1088 1763 1645"
"2331","3892 3145 1645 1763 1088"
"2332","3892 3145 1645 1763 1088"
"2335","3892 3145 1645 1763 1088"
"2336","3892 3145 1088 1763 1645"
"2339","3892 3145 1088 1763 1645"
"2341","3892 3145 1645 1763 1088"
"2344","3892 3145 1645 1763 1088"
"2345","3892 3145 1645 1763 1088"
"2348","3892 3145 1645 1763 1088"
"2356","3892 3145 1645 1763 1088"
"2360","3892 3145 1645 1763 1088"
"2361","3892 3145 1088 1763 1645"
"2365","3892 3145 1645 1763 1088"
"2367","3892 3145 1645 1763 1088"
"2369","3892 3145 1645 1763 1088"
"2376","3892 3145 1645 1763 1088"
"2383","3892 3145 1645 1763 1088"
"2394","3892 3145 1645 1763 1088"
"2395","3892 3145 1088 1763 1645"
"2399","3892 3145 1645 1763 1088"
"2400","3892 3145 1645 1763 1088"
"2413","3892 3145 1645 1763 1088"
"2419","3892 3145 1645 1763 1088"
"2424","3892 3145 1645 1763 1088"
"2426","3892 3145 1645 1763 1088"
"2429","3892 3145 1645 1763 1088"
"2430","3892 3145 1645 1763 1088"
"2435","3892 3145 1645 1763 1088"
"2443","3892 3145 1645 1763 1088"
"2456","3892 3145 1645 1763 1088"
"2458","3892 3145 1088 1763 1645"
"2461","3892 3145 1088 1763 1645"
"2471","3892 3145 1645 1763 1088"
"2473","3892 3145 1088 1763 1645"
"2474","3892 3145 1645 1763 1088"
"2478","3892 3145 1645 1763 1088"
"2480","3892 3145 1645 1763 1088"
"2484","3892 3145 1088 1763 1645"
"2489","3892 3145 1088 1763 1645"
"2494","3892 3145 1645 1763 1088"
"2495","3892 3145 1645 1763 1088"
"2502","3892 3145 1645 1763 1088"
"2510","3892 3145 1088 1763 1645"
"2513","3892 3145 1645 1763 1088"
"2515","3892 3145 1645 1763 1088"
"2528","3892 3145 1645 1763 1088"
"2532","3892 3145 1645 1763 1088"
"2537","3892 3145 1088 1763 1645"
"2548","3892 3145 1645 1763 1088"
"2555","3892 3145 1645 1763 1088"
"2559","3892 3145 1645 1763 1088"
"2560","3892 3145 1645 1763 1088"
"2566","3892 3145 1645 1763 1088"
"2571","3892 3145 1645 1763 1088"
"2572","3892 3145 1088 1763 1645"
"2574","3892 3145 1645 1763 1088"
"2579","3892 3145 1645 1763 1088"
"2584","3892 3145 1645 1763 1088"
"2588","3892 3145 1645 1763 1088"
"2599","3892 3145 1645 1763 1088"
"2603","3892 3145 1088 1763 1645"
"2612","3892 3145 1645 1763 1088"
"2614","3892 3145 1645 1763 1088"
"2619","3892 3145 1088 1763 1645"
"2620","3892 3145 1645 1763 1088"
"2640","3892 3145 1645 1763 1088"
"2648","3892 3145 1645 1763 1088"
"2650","3892 3145 1645 1763 1088"
"2655","3892 3145 1645 1763 1088"
"2656","3892 3145 1645 1763 1088"
"2659","3892 3145 1088 1763 1645"
"2660","3892 3145 1645 1763 1088"
"2661","3892 3145 1645 1763 1088"
"2666","3892 3145 1645 1763 1088"
"2667","3892 3145 1088 1763 1645"
"2673","3892 3145 1645 1763 1088"
"2674","3892 3145 1645 1763 1088"
"2675","3892 3145 1645 1763 1088"
"2681","3892 3145 1645 1763 1088"
"2683","3892 3145 1645 1763 1088"
"2692","3892 3145 1645 1763 1088"
"2693","3892 3145 1088 1763 1645"
"2696","3892 3145 1645 1763 1088"
"2697","3892 3145 1088 1763 1645"
"2701","3892 3145 1645 1763 1088"
"2709","3892 3145 1645 1763 1088"
"2715","3892 3145 1088 1763 1645"
"2723","3892 3145 1088 1763 1645"
"2732","3892 3145 1088 1763 1645"
"2733","3892 3145 1645 1763 1088"
"2738","3892 3145 1645 1763 1088"
"2739","3892 3145 1645 1763 1088"
"2742","3892 3145 1088 1763 1645"
"2745","3892 3145 1645 1763 1088"
"2759","3892 3145 1088 1763 1645"
"2762","3892 3145 1088 1763 1645"
"2766","3892 3145 1645 1763 1088"
"2768","3892 3145 1088 1763 1645"
"2771","3892 3145 1088 1763 1645"
"2774","3892 3145 1088 1763 1645"
"2776","3892 3145 1645 1763 1088"
"2777","3892 3145 1645 1763 1088"
"2784","3892 3145 1645 1763 1088"
"2793","3892 3145 1645 1763 1088"
"2805","3892 3145 1645 1763 1088"
"2809","3892 3145 1645 1763 1088"
"2812","3892 3145 1645 1763 1088"
"2820","3892 3145 1088 1763 1645"
"2838","3892 3145 1645 1763 1088"
"2843","3892 3145 1088 1763 1645"
"2850","3892 3145 1645 1763 1088"
"2854","3892 3145 1645 1763 1088"
"2855","3892 3145 1645 1763 1088"
"2861","3892 3145 1088 1763 1645"
"2862","3892 3145 1645 1763 1088"
"2863","3892 3145 1088 1763 1645"
"2866","3892 3145 1645 1763 1088"
"2867","3892 3145 1645 1763 1088"
"2876","3892 3145 1645 1763 1088"
"2879","3892 3145 1645 1763 1088"
"2885","3892 3145 1088 1763 1645"
"2886","3892 3145 1645 1763 1088"
"2888","3892 3145 1645 1763 1088"
"2894","3892 3145 1645 1763 1088"
"2896","3892 3145 1088 1763 1645"
"2900","3892 3145 1645 1763 1088"
"2902","3892 3145 1088 1763 1645"
"2909","3892 3145 1645 1763 1088"
"2930","3892 3145 1645 1763 1088"
"2933","3892 3145 1088 1763 1645"
"2934","3892 3145 1645 1763 1088"
"2939","3892 3145 1645 1763 1088"
"2940","3892 3145 1645 1763 1088"
"2946","3892 3145 1645 1763 1088"
"2951","3892 3145 1645 1763 1088"
"2952","3892 3145 1088 1763 1645"
"2958","3892 3145 1645 1763 1088"
"2967","3892 3145 1088 1763 1645"
"2970","3892 3145 1645 1763 1088"
"2976","3892 3145 1088 1763 1645"
"2977","3892 3145 1645 1763 1088"
"2980","3892 3145 1088 1763 1645"
"2984","3892 3145 1645 1763 1088"
"2986","3892 3145 1088 1763 1645"
"2987","3892 3145 1645 1763 1088"
"2999","3892 3145 1088 1763 1645"
"3008","3892 3145 1645 1763 1088"
"3012","3892 3145 1645 1763 1088"
"3014","3892 3145 1645 1763 1088"
"3020","3892 3145 1088 1763 1645"
"3021","3892 3145 1088 1763 1645"
"3025","3892 3145 1088 1763 1645"
"3026","3892 3145 1645 1763 1088"
"3043","3892 3145 1645 1763 1088"
"3049","3892 3145 1645 1763 1088"
"3069","3892 3145 1645 1763 1088"
"3070","3892 3145 1645 1763 1088"
"3073","3892 3145 1645 1763 1088"
"3074","3892 3145 1645 1763 1088"
"3081","3892 3145 1645 1763 1088"
"3083","3892 3145 1645 1763 1088"
"3084","3892 3145 1088 1763 1645"
"3085","3892 3145 1645 1763 1088"
"3094","3892 3145 1645 1763 1088"
"3116","3892 3145 1645 1763 1088"
"3117","3892 3145 1645 1763 1088"
"3124","3892 3145 1645 1763 1088"
"3142","3892 3145 1645 1763 1088"
"3157","3892 3145 1088 1763 1645"
"3167","3892 3145 1088 1763 1645"
"3175","3892 3145 1645 1763 1088"
"3177","3892 3145 1645 1763 1088"
"3182","3892 3145 1645 1763 1088"
"3185","3892 3145 1088 1763 1645"
"3195","3892 3145 1645 1763 1088"
"3198","3892 3145 1645 1763 1088"
"3207","3892 3145 1645 1763 1088"
"3236","3892 3145 1088 1763 1645"
"3240","3892 3145 1088 1763 1645"
"3252","3892 3145 1645 1763 1088"
"3256","3892 3145 1645 1763 1088"
"3265","3892 3145 1645 1763 1088"
"3277","3892 3145 1645 1763 1088"
"3279","3892 3145 1088 1763 1645"
"3282","3892 3145 1645 1763 1088"
"3283","3892 3145 1645 1763 1088"
"3285","3892 3145 1088 1763 1645"
"3290","3892 3145 1645 1763 1088"
"3293","3892 3145 1088 1763 1645"
"3294","3892 3145 1088 1763 1645"
"3296","3892 3145 1645 1763 1088"
"3306","3892 3145 1645 1763 1088"
"3307","3892 3145 1645 1763 1088"
"3308","3892 3145 1645 1763 1088"
"3326","3892 3145 1645 1763 1088"
"3329","3892 3145 1645 1763 1088"
"3335","3892 3145 1645 1763 1088"
"3342","3892 3145 1645 1763 1088"
"3352","3892 3145 1088 1763 1645"
"3364","3892 3145 1645 1763 1088"
"3366","3892 3145 1088 1763 1645"
"3367","3892 3145 1645 1763 1088"
"3371","3892 3145 1645 1763 1088"
"3376","3892 3145 1645 1763 1088"
"3377","3892 3145 1645 1763 1088"
"3380","3892 3145 1645 1763 1088"
"3382","3892 3145 1645 1763 1088"
"3389","3892 3145 1645 1763 1088"
"3390","3892 3145 1645 1763 1088"
"3393","3892 3145 1645 1763 1088"
"3396","3892 3145 1645 1763 1088"
"3401","3892 3145 1645 1763 1088"
"3402","3892 3145 1088 1763 1645"
"3405","3892 3145 1645 1763 1088"
"3411","3892 3145 1088 1763 1645"
"3417","3892 3145 1088 1763 1645"
"3420","3892 3145 1088 1763 1645"
"3423","3892 3145 1645 1763 1088"
"3432","3892 3145 1645 1763 1088"
"3437","3892 3145 1645 1763 1088"
"3441","3892 3145 1645 1763 1088"
"3448","3892 3145 1088 1763 1645"
"3449","3892 3145 1088 1763 1645"
"3459","3892 3145 1645 1763 1088"
"3460","3892 3145 1088 1763 1645"
"3461","3892 3145 1088 1763 1645"
"3462","3892 3145 1645 1763 1088"
"3466","3892 3145 1645 1763 1088"
"3474","3892 3145 1088 1763 1645"
"3485","3892 3145 1645 1763 1088"
"3487","3892 3145 1645 1763 1088"
"3496","3892 3145 1645 1763 1088"
"3498","3892 3145 1088 1763 1645"
"3502","3892 3145 1645 1763 1088"
"3507","3892 3145 1088 1763 1645"
"3510","3892 3145 1645 1763 1088"
"3512","3892 3145 1645 1763 1088"
"3519","3892 3145 1645 1763 1088"
"3523","3892 3145 1088 1763 1645"
"3524","3892 3145 1645 1763 1088"
"3536","3892 3145 1645 1763 1088"
"3537","3892 3145 1645 1763 1088"
"3542","3892 3145 1645 1763 1088"
"3545","3892 3145 1645 1763 1088"
"3561","3892 3145 1088 1763 1645"
"3566","3892 3145 1088 1763 1645"
"3571","3892 3145 1645 1763 1088"
"3574","3892 3145 1645 1763 1088"
"3576","3892 3145 1645 1763 1088"
"3577","3892 3145 1645 1763 1088"
"3581","3892 3145 1645 1763 1088"
"3595","3892 3145 1088 1763 1645"
"3599","3892 3145 1645 1763 1088"
"3601","3892 3145 1645 1763 1088"
"3609","3892 3145 1645 1763 1088"
"3610","3892 3145 1645 1763 1088"
"3617","3892 3145 1088 1763 1645"
"3626","3892 3145 1645 1763 1088"
"3629","3892 3145 1645 1763 1088"
"3630","3892 3145 1645 1763 1088"
"3633","3892 3145 1088 1763 1645"
"3638","3892 3145 1645 1763 1088"
"3643","3892 3145 1088 1763 1645"
"3645","3892 3145 1645 1763 1088"
"3648","3892 3145 1645 1763 1088"
"3654","3892 3145 1088 1763 1645"
"3661","3892 3145 1645 1763 1088"
"3662","3892 3145 1645 1763 1088"
